Edad,Ano ,Origen,lx
25,2021,UE 28,21090
26,2021,UE 28,22260
27,2021,UE 28,23912
28,2021,UE 28,24942
29,2021,UE 28,26192
30,2021,UE 28,28136
31,2021,UE 28,30802
32,2021,UE 28,32950
33,2021,UE 28,34661
34,2021,UE 28,36060
35,2021,UE 28,35815
36,2021,UE 28,36637
37,2021,UE 28,35994
38,2021,UE 28,37332
39,2021,UE 28,39802
40,2021,UE 28,41191
41,2021,UE 28,40842
42,2021,UE 28,41284
43,2021,UE 28,41905
44,2021,UE 28,41411
45,2021,UE 28,42707
46,2021,UE 28,43107
47,2021,UE 28,41119
48,2021,UE 28,40672
49,2021,UE 28,40853
50,2021,UE 28,41371
51,2021,UE 28,41552
52,2021,UE 28,42489
53,2021,UE 28,42745
54,2021,UE 28,36508
55,2021,UE 28,37065
56,2021,UE 28,34410
57,2021,UE 28,31503
58,2021,UE 28,27506
59,2021,UE 28,24738
60,2021,UE 28,24638
61,2021,UE 28,23086
62,2021,UE 28,21189
63,2021,UE 28,19711
64,2021,UE 28,18261
65,2021,UE 28,19654
66,2021,UE 28,18454
67,2021,UE 28,17445
68,2021,UE 28,16716
69,2021,UE 28,15694
70,2021,UE 28,17814
71,2021,UE 28,16603
72,2021,UE 28,15855
73,2021,UE 28,14767
74,2021,UE 28,14019
75,2021,UE 28,11348
76,2021,UE 28,11536
77,2021,UE 28,11134
78,2021,UE 28,9986
79,2021,UE 28,9621
80,2021,UE 28,7809
81,2021,UE 28,7604
82,2021,UE 28,5830
83,2021,UE 28,5010
84,2021,UE 28,4232
85,2021,UE 28,3271
86,2021,UE 28,2843
87,2021,UE 28,2519
88,2021,UE 28,2299
89,2021,UE 28,2179
90,2021,UE 28,6590
0,2022,UE 28,811
1,2022,UE 28,2407
2,2022,UE 28,3495
3,2022,UE 28,4709
4,2022,UE 28,5606
5,2022,UE 28,6121
6,2022,UE 28,6644
7,2022,UE 28,6931
8,2022,UE 28,6576
9,2022,UE 28,6646
10,2022,UE 28,6195
11,2022,UE 28,6438
12,2022,UE 28,6937
13,2022,UE 28,6811
14,2022,UE 28,7028
15,2022,UE 28,8146
16,2022,UE 28,9203
17,2022,UE 28,9773
18,2022,UE 28,11313
19,2022,UE 28,13005
20,2022,UE 28,14594
21,2022,UE 28,16573
22,2022,UE 28,18042
23,2022,UE 28,18872
24,2022,UE 28,19775
25,2022,UE 28,19898
26,2022,UE 28,21441
27,2022,UE 28,22511
28,2022,UE 28,23900
29,2022,UE 28,24689
30,2022,UE 28,25425
31,2022,UE 28,27789
32,2022,UE 28,30283
33,2022,UE 28,32267
34,2022,UE 28,33971
35,2022,UE 28,35237
36,2022,UE 28,35011
37,2022,UE 28,35858
38,2022,UE 28,35321
39,2022,UE 28,36755
40,2022,UE 28,39107
41,2022,UE 28,40540
42,2022,UE 28,40294
43,2022,UE 28,40633
44,2022,UE 28,41419
45,2022,UE 28,41524
46,2022,UE 28,41996
47,2022,UE 28,42234
48,2022,UE 28,40353
49,2022,UE 28,40037
50,2022,UE 28,41899
51,2022,UE 28,40998
52,2022,UE 28,41218
53,2022,UE 28,41903
54,2022,UE 28,42276
55,2022,UE 28,38894
56,2022,UE 28,36907
57,2022,UE 28,34429
58,2022,UE 28,31210
59,2022,UE 28,27478
60,2022,UE 28,27064
61,2022,UE 28,24606
62,2022,UE 28,23106
63,2022,UE 28,21375
64,2022,UE 28,19904
65,2022,UE 28,20541
66,2022,UE 28,19882
67,2022,UE 28,18802
68,2022,UE 28,17588
69,2022,UE 28,16788
70,2022,UE 28,18026
71,2022,UE 28,17614
72,2022,UE 28,16453
73,2022,UE 28,15739
74,2022,UE 28,14578
75,2022,UE 28,14384
76,2022,UE 28,11583
77,2022,UE 28,11871
78,2022,UE 28,11276
79,2022,UE 28,10133
80,2022,UE 28,8384
81,2022,UE 28,7612
82,2022,UE 28,7331
83,2022,UE 28,5675
84,2022,UE 28,4796
85,2022,UE 28,3783
86,2022,UE 28,3159
87,2022,UE 28,2725
88,2022,UE 28,2322
89,2022,UE 28,2075
90,2022,UE 28,7381
0,2016,Africa,255
1,2016,Africa,850
2,2016,Africa,1364
3,2016,Africa,1840
4,2016,Africa,2370
5,2016,Africa,2931
6,2016,Africa,3263
7,2016,Africa,4086
8,2016,Africa,4847
9,2016,Africa,5393
10,2016,Africa,5452
11,2016,Africa,6265
12,2016,Africa,6763
13,2016,Africa,7116
14,2016,Africa,7835
15,2016,Africa,8545
16,2016,Africa,9579
17,2016,Africa,10482
18,2016,Africa,11157
19,2016,Africa,11988
20,2016,Africa,12326
21,2016,Africa,12780
22,2016,Africa,13373
23,2016,Africa,13808
24,2016,Africa,14563
25,2016,Africa,16544
26,2016,Africa,17595
27,2016,Africa,19276
28,2016,Africa,20864
29,2016,Africa,21851
30,2016,Africa,23801
31,2016,Africa,25590
32,2016,Africa,27375
33,2016,Africa,29518
34,2016,Africa,29406
35,2016,Africa,33252
36,2016,Africa,32200
37,2016,Africa,33493
38,2016,Africa,33286
39,2016,Africa,31486
40,2016,Africa,30851
41,2016,Africa,29808
42,2016,Africa,27582
43,2016,Africa,27457
44,2016,Africa,23638
45,2016,Africa,25810
46,2016,Africa,22312
47,2016,Africa,21459
48,2016,Africa,19129
49,2016,Africa,18905
50,2016,Africa,16822
51,2016,Africa,16086
52,2016,Africa,14282
53,2016,Africa,13296
54,2016,Africa,11407
55,2016,Africa,12556
56,2016,Africa,10481
57,2016,Africa,10344
58,2016,Africa,9322
59,2016,Africa,9024
60,2016,Africa,8260
61,2016,Africa,7524
62,2016,Africa,6611
63,2016,Africa,6365
64,2016,Africa,4996
65,2016,Africa,5339
66,2016,Africa,4139
67,2016,Africa,4045
68,2016,Africa,3471
69,2016,Africa,3050
70,2016,Africa,2961
71,2016,Africa,2818
72,2016,Africa,2537
73,2016,Africa,2540
74,2016,Africa,2018
75,2016,Africa,2437
76,2016,Africa,1769
77,2016,Africa,1798
78,2016,Africa,1681
79,2016,Africa,1776
80,2016,Africa,1581
81,2016,Africa,1355
82,2016,Africa,1213
83,2016,Africa,1140
84,2016,Africa,906
85,2016,Africa,1044
86,2016,Africa,671
87,2016,Africa,526
88,2016,Africa,438
89,2016,Africa,336
90,2016,Africa,1200
0,2017,Africa,245
1,2017,Africa,866
2,2017,Africa,1505
3,2017,Africa,2045
4,2017,Africa,2426
5,2017,Africa,2843
6,2017,Africa,3341
7,2017,Africa,3523
8,2017,Africa,4334
9,2017,Africa,5036
10,2017,Africa,5640
11,2017,Africa,5731
12,2017,Africa,6482
13,2017,Africa,7075
14,2017,Africa,7439
15,2017,Africa,8249
16,2017,Africa,9072
17,2017,Africa,10369
18,2017,Africa,11452
19,2017,Africa,11935
20,2017,Africa,12834
21,2017,Africa,13211
22,2017,Africa,13626
23,2017,Africa,14340
24,2017,Africa,14817
25,2017,Africa,15634
26,2017,Africa,17596
27,2017,Africa,18690
28,2017,Africa,20339
29,2017,Africa,21937
30,2017,Africa,22789
31,2017,Africa,24683
32,2017,Africa,26421
33,2017,Africa,28115
34,2017,Africa,30087
35,2017,Africa,29828
36,2017,Africa,33639
37,2017,Africa,32483
38,2017,Africa,33560
39,2017,Africa,33299
40,2017,Africa,31592
41,2017,Africa,30846
42,2017,Africa,29752
43,2017,Africa,27478
44,2017,Africa,27370
45,2017,Africa,23522
46,2017,Africa,25637
47,2017,Africa,22145
48,2017,Africa,21294
49,2017,Africa,18975
50,2017,Africa,18669
51,2017,Africa,16709
52,2017,Africa,16054
53,2017,Africa,14153
54,2017,Africa,13243
55,2017,Africa,11348
56,2017,Africa,12542
57,2017,Africa,10432
58,2017,Africa,10343
59,2017,Africa,9325
60,2017,Africa,9027
61,2017,Africa,8254
62,2017,Africa,7517
63,2017,Africa,6598
64,2017,Africa,6399
65,2017,Africa,5054
66,2017,Africa,5368
67,2017,Africa,4117
68,2017,Africa,4011
69,2017,Africa,3469
70,2017,Africa,3021
71,2017,Africa,2957
72,2017,Africa,2789
73,2017,Africa,2483
74,2017,Africa,2510
75,2017,Africa,1984
76,2017,Africa,2418
77,2017,Africa,1723
78,2017,Africa,1759
79,2017,Africa,1612
80,2017,Africa,1722
81,2017,Africa,1509
82,2017,Africa,1287
83,2017,Africa,1146
84,2017,Africa,1075
85,2017,Africa,843
86,2017,Africa,973
87,2017,Africa,611
88,2017,Africa,470
89,2017,Africa,400
90,2017,Africa,1306
0,2018,Africa,215
1,2018,Africa,968
2,2018,Africa,1702
3,2018,Africa,2414
4,2018,Africa,2861
5,2018,Africa,3227
6,2018,Africa,3435
7,2018,Africa,3930
8,2018,Africa,3904
9,2018,Africa,4601
10,2018,Africa,5280
11,2018,Africa,5941
12,2018,Africa,5970
13,2018,Africa,6844
14,2018,Africa,7497
15,2018,Africa,8028
16,2018,Africa,9037
17,2018,Africa,10269
18,2018,Africa,11869
19,2018,Africa,12669
20,2018,Africa,13101
21,2018,Africa,14028
22,2018,Africa,14566
23,2018,Africa,15138
24,2018,Africa,15890
25,2018,Africa,16534
26,2018,Africa,17278
27,2018,Africa,19295
28,2018,Africa,20378
29,2018,Africa,21972
30,2018,Africa,23478
31,2018,Africa,24198
32,2018,Africa,25869
33,2018,Africa,27435
34,2018,Africa,29028
35,2018,Africa,30841
36,2018,Africa,30626
37,2018,Africa,34264
38,2018,Africa,32950
39,2018,Africa,33867
40,2018,Africa,33586
41,2018,Africa,31761
42,2018,Africa,30915
43,2018,Africa,29820
44,2018,Africa,27458
45,2018,Africa,27282
46,2018,Africa,23453
47,2018,Africa,25524
48,2018,Africa,22002
49,2018,Africa,21141
50,2018,Africa,18839
51,2018,Africa,18549
52,2018,Africa,16623
53,2018,Africa,15968
54,2018,Africa,14098
55,2018,Africa,13193
56,2018,Africa,11343
57,2018,Africa,12483
58,2018,Africa,10447
59,2018,Africa,10371
60,2018,Africa,9326
61,2018,Africa,9061
62,2018,Africa,8272
63,2018,Africa,7549
64,2018,Africa,6607
65,2018,Africa,6468
66,2018,Africa,5126
67,2018,Africa,5447
68,2018,Africa,4164
69,2018,Africa,4004
70,2018,Africa,3461
71,2018,Africa,3000
72,2018,Africa,2925
73,2018,Africa,2800
74,2018,Africa,2471
75,2018,Africa,2467
76,2018,Africa,1951
77,2018,Africa,2388
78,2018,Africa,1683
79,2018,Africa,1702
80,2018,Africa,1544
81,2018,Africa,1633
82,2018,Africa,1433
83,2018,Africa,1191
84,2018,Africa,1066
85,2018,Africa,970
86,2018,Africa,775
87,2018,Africa,877
88,2018,Africa,549
89,2018,Africa,419
90,2018,Africa,1461
0,2019,Africa,244
1,2019,Africa,980
2,2019,Africa,2048
3,2019,Africa,2789
4,2019,Africa,3550
5,2019,Africa,3967
6,2019,Africa,4231
7,2019,Africa,4275
8,2019,Africa,4683
9,2019,Africa,4433
10,2019,Africa,5095
11,2019,Africa,5674
12,2019,Africa,6388
13,2019,Africa,6460
14,2019,Africa,7417
15,2019,Africa,8321
16,2019,Africa,9360
17,2019,Africa,11201
18,2019,Africa,12773
19,2019,Africa,13641
20,2019,Africa,14448
21,2019,Africa,15047
22,2019,Africa,16110
23,2019,Africa,16901
24,2019,Africa,17745
25,2019,Africa,18517
26,2019,Africa,19360
27,2019,Africa,19994
28,2019,Africa,22095
29,2019,Africa,23088
30,2019,Africa,24811
31,2019,Africa,26180
32,2019,Africa,26679
33,2019,Africa,28120
34,2019,Africa,29529
35,2019,Africa,30977
36,2019,Africa,32606
37,2019,Africa,32110
38,2019,Africa,35774
39,2019,Africa,34076
40,2019,Africa,34751
41,2019,Africa,34492
42,2019,Africa,32396
43,2019,Africa,31353
44,2019,Africa,30289
45,2019,Africa,27779
46,2019,Africa,27531
47,2019,Africa,23599
48,2019,Africa,25730
49,2019,Africa,22109
50,2019,Africa,21204
51,2019,Africa,18894
52,2019,Africa,18617
53,2019,Africa,16609
54,2019,Africa,16018
55,2019,Africa,14127
56,2019,Africa,13261
57,2019,Africa,11410
58,2019,Africa,12546
59,2019,Africa,10500
60,2019,Africa,10469
61,2019,Africa,9409
62,2019,Africa,9151
63,2019,Africa,8298
64,2019,Africa,7588
65,2019,Africa,6689
66,2019,Africa,6535
67,2019,Africa,5193
68,2019,Africa,5524
69,2019,Africa,4196
70,2019,Africa,4011
71,2019,Africa,3487
72,2019,Africa,3006
73,2019,Africa,2918
74,2019,Africa,2763
75,2019,Africa,2444
76,2019,Africa,2439
77,2019,Africa,1897
78,2019,Africa,2312
79,2019,Africa,1622
80,2019,Africa,1628
81,2019,Africa,1473
82,2019,Africa,1546
83,2019,Africa,1325
84,2019,Africa,1092
85,2019,Africa,991
86,2019,Africa,892
87,2019,Africa,668
88,2019,Africa,766
89,2019,Africa,462
90,2019,Africa,1534
0,2020,Africa,251
1,2020,Africa,1101
2,2020,Africa,2204
3,2020,Africa,3358
4,2020,Africa,4174
5,2020,Africa,4993
6,2020,Africa,5380
7,2020,Africa,5457
8,2020,Africa,5365
9,2020,Africa,5733
10,2020,Africa,5313
11,2020,Africa,5814
12,2020,Africa,6286
13,2020,Africa,7135
14,2020,Africa,7248
15,2020,Africa,8418
16,2020,Africa,9983
17,2020,Africa,12083
18,2020,Africa,14742
19,2020,Africa,15342
20,2020,Africa,15988
21,2020,Africa,16852
22,2020,Africa,17491
23,2020,Africa,18738
24,2020,Africa,19811
25,2020,Africa,20799
26,2020,Africa,21704
27,2020,Africa,22569
28,2020,Africa,22950
29,2020,Africa,25277
30,2020,Africa,25994
31,2020,Africa,27850
32,2020,Africa,29080
33,2020,Africa,29424
34,2020,Africa,30653
35,2020,Africa,31910
36,2020,Africa,33180
37,2020,Africa,34665
38,2020,Africa,33959
39,2020,Africa,37744
40,2020,Africa,35579
41,2020,Africa,36105
42,2020,Africa,35671
43,2020,Africa,33378
44,2020,Africa,32235
45,2020,Africa,31050
46,2020,Africa,28438
47,2020,Africa,28021
48,2020,Africa,23950
49,2020,Africa,26136
50,2020,Africa,22347
51,2020,Africa,21486
52,2020,Africa,19161
53,2020,Africa,18848
54,2020,Africa,16805
55,2020,Africa,16142
56,2020,Africa,14306
57,2020,Africa,13402
58,2020,Africa,11512
59,2020,Africa,12730
60,2020,Africa,10653
61,2020,Africa,10613
62,2020,Africa,9575
63,2020,Africa,9275
64,2020,Africa,8450
65,2020,Africa,7720
66,2020,Africa,6802
67,2020,Africa,6639
68,2020,Africa,5218
69,2020,Africa,5646
70,2020,Africa,4234
71,2020,Africa,4079
72,2020,Africa,3476
73,2020,Africa,3036
74,2020,Africa,2928
75,2020,Africa,2752
76,2020,Africa,2405
77,2020,Africa,2402
78,2020,Africa,1878
79,2020,Africa,2252
80,2020,Africa,1582
81,2020,Africa,1533
82,2020,Africa,1414
83,2020,Africa,1474
84,2020,Africa,1258
85,2020,Africa,1011
86,2020,Africa,893
87,2020,Africa,820
88,2020,Africa,617
89,2020,Africa,672
90,2020,Africa,1659
0,2021,Africa,194
1,2021,Africa,699
2,2021,Africa,1829
3,2021,Africa,3083
4,2021,Africa,4278
5,2021,Africa,5137
6,2021,Africa,5938
7,2021,Africa,6253
8,2021,Africa,6328
9,2021,Africa,6200
10,2021,Africa,6472
11,2021,Africa,5861
12,2021,Africa,6296
13,2021,Africa,6751
14,2021,Africa,7632
15,2021,Africa,7799
16,2021,Africa,9260
17,2021,Africa,11427
18,2021,Africa,14138
19,2021,Africa,16436
20,2021,Africa,16619
21,2021,Africa,17390
22,2021,Africa,18295
23,2021,Africa,19114
24,2021,Africa,20193
25,2021,Africa,21516
26,2021,Africa,22686
27,2021,Africa,23548
28,2021,Africa,24325
29,2021,Africa,24698
30,2021,Africa,27026
31,2021,Africa,27597
32,2021,Africa,29403
33,2021,Africa,30622
34,2021,Africa,30904
35,2021,Africa,32050
36,2021,Africa,33250
37,2021,Africa,34403
38,2021,Africa,35858
39,2021,Africa,34982
40,2021,Africa,38642
41,2021,Africa,36444
42,2021,Africa,36844
43,2021,Africa,36374
44,2021,Africa,33894
45,2021,Africa,32637
46,2021,Africa,31378
47,2021,Africa,28727
48,2021,Africa,28251
49,2021,Africa,24105
50,2021,Africa,26255
51,2021,Africa,22421
52,2021,Africa,21629
53,2021,Africa,19146
54,2021,Africa,18806
55,2021,Africa,16755
56,2021,Africa,16156
57,2021,Africa,14202
58,2021,Africa,13408
59,2021,Africa,11519
60,2021,Africa,12715
61,2021,Africa,10640
62,2021,Africa,10568
63,2021,Africa,9547
64,2021,Africa,9225
65,2021,Africa,8368
66,2021,Africa,7670
67,2021,Africa,6745
68,2021,Africa,6566
69,2021,Africa,5165
70,2021,Africa,5589
71,2021,Africa,4180
72,2021,Africa,3978
73,2021,Africa,3409
74,2021,Africa,2960
75,2021,Africa,2846
76,2021,Africa,2640
77,2021,Africa,2334
78,2021,Africa,2307
79,2021,Africa,1802
80,2021,Africa,2153
81,2021,Africa,1488
82,2021,Africa,1456
83,2021,Africa,1314
84,2021,Africa,1357
85,2021,Africa,1147
86,2021,Africa,926
87,2021,Africa,784
88,2021,Africa,719
89,2021,Africa,512
90,2021,Africa,1951
0,2022,Africa,180
1,2022,Africa,941
2,2022,Africa,1475
3,2022,Africa,2698
4,2022,Africa,4052
5,2022,Africa,5285
6,2022,Africa,6315
7,2022,Africa,7217
8,2022,Africa,7520
9,2022,Africa,7499
10,2022,Africa,7359
11,2022,Africa,7616
12,2022,Africa,6849
13,2022,Africa,7269
14,2022,Africa,7749
15,2022,Africa,8785
16,2022,Africa,9279
17,2022,Africa,11614
18,2022,Africa,14555
19,2022,Africa,16704
20,2022,Africa,18415
21,2022,Africa,19061
22,2022,Africa,19775
23,2022,Africa,20811
24,2022,Africa,21790
25,2022,Africa,22576
26,2022,Africa,23943
27,2022,Africa,25019
28,2022,Africa,25532
29,2022,Africa,26266
30,2022,Africa,26413
31,2022,Africa,28585
32,2022,Africa,28786
33,2022,Africa,30472
34,2022,Africa,31527
35,2022,Africa,31615
36,2022,Africa,32556
37,2022,Africa,33610
38,2022,Africa,34767
39,2022,Africa,36024
40,2022,Africa,34928
41,2022,Africa,38422
42,2022,Africa,36304
43,2022,Africa,36478
44,2022,Africa,36076
45,2022,Africa,33452
46,2022,Africa,32310
47,2022,Africa,31060
48,2022,Africa,28361
49,2022,Africa,27924
50,2022,Africa,23826
51,2022,Africa,25836
52,2022,Africa,22006
53,2022,Africa,21149
54,2022,Africa,18784
55,2022,Africa,18392
56,2022,Africa,16440
57,2022,Africa,15768
58,2022,Africa,13920
59,2022,Africa,13033
60,2022,Africa,11249
61,2022,Africa,12243
62,2022,Africa,10324
63,2022,Africa,10232
64,2022,Africa,9287
65,2022,Africa,8908
66,2022,Africa,8131
67,2022,Africa,7474
68,2022,Africa,6583
69,2022,Africa,6352
70,2022,Africa,5057
71,2022,Africa,5372
72,2022,Africa,4044
73,2022,Africa,3849
74,2022,Africa,3286
75,2022,Africa,2817
76,2022,Africa,2724
77,2022,Africa,2514
78,2022,Africa,2225
79,2022,Africa,2174
80,2022,Africa,1683
81,2022,Africa,1991
82,2022,Africa,1382
83,2022,Africa,1342
84,2022,Africa,1194
85,2022,Africa,1234
86,2022,Africa,1048
87,2022,Africa,826
88,2022,Africa,703
89,2022,Africa,632
90,2022,Africa,2050
0,2016,Sudamerica,430
1,2016,Sudamerica,1317
2,2016,Sudamerica,1727
3,2016,Sudamerica,1665
4,2016,Sudamerica,1764
5,2016,Sudamerica,1825
6,2016,Sudamerica,2091
7,2016,Sudamerica,2443
8,2016,Sudamerica,3312
9,2016,Sudamerica,4417
10,2016,Sudamerica,6217
11,2016,Sudamerica,7966
12,2016,Sudamerica,9544
13,2016,Sudamerica,12904
14,2016,Sudamerica,16988
15,2016,Sudamerica,21825
16,2016,Sudamerica,25388
17,2016,Sudamerica,25452
18,2016,Sudamerica,27571
19,2016,Sudamerica,28836
20,2016,Sudamerica,29210
21,2016,Sudamerica,29033
22,2016,Sudamerica,28971
23,2016,Sudamerica,28287
24,2016,Sudamerica,28407
25,2016,Sudamerica,28286
26,2016,Sudamerica,29427
27,2016,Sudamerica,30415
28,2016,Sudamerica,31279
29,2016,Sudamerica,33326
30,2016,Sudamerica,35664
31,2016,Sudamerica,38849
32,2016,Sudamerica,42250
33,2016,Sudamerica,47432
34,2016,Sudamerica,50455
35,2016,Sudamerica,52958
36,2016,Sudamerica,54313
37,2016,Sudamerica,54226
38,2016,Sudamerica,53629
39,2016,Sudamerica,52803
40,2016,Sudamerica,50515
41,2016,Sudamerica,48775
42,2016,Sudamerica,46212
43,2016,Sudamerica,45411
44,2016,Sudamerica,43726
45,2016,Sudamerica,41955
46,2016,Sudamerica,40269
47,2016,Sudamerica,38467
48,2016,Sudamerica,36130
49,2016,Sudamerica,34700
50,2016,Sudamerica,34388
51,2016,Sudamerica,32641
52,2016,Sudamerica,30776
53,2016,Sudamerica,29305
54,2016,Sudamerica,27186
55,2016,Sudamerica,25375
56,2016,Sudamerica,23300
57,2016,Sudamerica,21364
58,2016,Sudamerica,19159
59,2016,Sudamerica,17430
60,2016,Sudamerica,15763
61,2016,Sudamerica,13972
62,2016,Sudamerica,12656
63,2016,Sudamerica,11379
64,2016,Sudamerica,9976
65,2016,Sudamerica,8985
66,2016,Sudamerica,7860
67,2016,Sudamerica,7011
68,2016,Sudamerica,6240
69,2016,Sudamerica,5568
70,2016,Sudamerica,5253
71,2016,Sudamerica,4630
72,2016,Sudamerica,4089
73,2016,Sudamerica,3646
74,2016,Sudamerica,3099
75,2016,Sudamerica,2963
76,2016,Sudamerica,2625
77,2016,Sudamerica,2268
78,2016,Sudamerica,1920
79,2016,Sudamerica,1811
80,2016,Sudamerica,1568
81,2016,Sudamerica,1438
82,2016,Sudamerica,1345
83,2016,Sudamerica,1270
84,2016,Sudamerica,1171
85,2016,Sudamerica,1082
86,2016,Sudamerica,959
87,2016,Sudamerica,807
88,2016,Sudamerica,695
89,2016,Sudamerica,585
90,2016,Sudamerica,2043
0,2017,Sudamerica,494
1,2017,Sudamerica,1826
2,2017,Sudamerica,2600
3,2017,Sudamerica,2818
4,2017,Sudamerica,2606
5,2017,Sudamerica,2539
6,2017,Sudamerica,2602
7,2017,Sudamerica,2838
8,2017,Sudamerica,3167
9,2017,Sudamerica,4038
10,2017,Sudamerica,5259
11,2017,Sudamerica,7207
12,2017,Sudamerica,8983
13,2017,Sudamerica,10613
14,2017,Sudamerica,14054
15,2017,Sudamerica,18219
16,2017,Sudamerica,22984
17,2017,Sudamerica,26604
18,2017,Sudamerica,27159
19,2017,Sudamerica,29387
20,2017,Sudamerica,30717
21,2017,Sudamerica,30995
22,2017,Sudamerica,30575
23,2017,Sudamerica,30821
24,2017,Sudamerica,30496
25,2017,Sudamerica,30985
26,2017,Sudamerica,31172
27,2017,Sudamerica,32164
28,2017,Sudamerica,32916
29,2017,Sudamerica,33632
30,2017,Sudamerica,35304
31,2017,Sudamerica,37600
32,2017,Sudamerica,40411
33,2017,Sudamerica,43593
34,2017,Sudamerica,48575
35,2017,Sudamerica,51445
36,2017,Sudamerica,53738
37,2017,Sudamerica,54942
38,2017,Sudamerica,54753
39,2017,Sudamerica,54042
40,2017,Sudamerica,53025
41,2017,Sudamerica,50782
42,2017,Sudamerica,48968
43,2017,Sudamerica,46385
44,2017,Sudamerica,45601
45,2017,Sudamerica,43908
46,2017,Sudamerica,42122
47,2017,Sudamerica,40397
48,2017,Sudamerica,38548
49,2017,Sudamerica,36316
50,2017,Sudamerica,34909
51,2017,Sudamerica,34517
52,2017,Sudamerica,32804
53,2017,Sudamerica,30904
54,2017,Sudamerica,29430
55,2017,Sudamerica,27260
56,2017,Sudamerica,25578
57,2017,Sudamerica,23364
58,2017,Sudamerica,21515
59,2017,Sudamerica,19286
60,2017,Sudamerica,17598
61,2017,Sudamerica,15878
62,2017,Sudamerica,14087
63,2017,Sudamerica,12784
64,2017,Sudamerica,11478
65,2017,Sudamerica,10105
66,2017,Sudamerica,9080
67,2017,Sudamerica,7983
68,2017,Sudamerica,7118
69,2017,Sudamerica,6346
70,2017,Sudamerica,5620
71,2017,Sudamerica,5280
72,2017,Sudamerica,4682
73,2017,Sudamerica,4122
74,2017,Sudamerica,3710
75,2017,Sudamerica,3133
76,2017,Sudamerica,2985
77,2017,Sudamerica,2659
78,2017,Sudamerica,2267
79,2017,Sudamerica,1931
80,2017,Sudamerica,1818
81,2017,Sudamerica,1553
82,2017,Sudamerica,1433
83,2017,Sudamerica,1320
84,2017,Sudamerica,1252
85,2017,Sudamerica,1137
86,2017,Sudamerica,1036
87,2017,Sudamerica,913
88,2017,Sudamerica,752
89,2017,Sudamerica,645
90,2017,Sudamerica,2280
0,2018,Sudamerica,562
1,2018,Sudamerica,2171
2,2018,Sudamerica,3872
3,2018,Sudamerica,4380
4,2018,Sudamerica,4483
5,2018,Sudamerica,3990
6,2018,Sudamerica,3917
7,2018,Sudamerica,3863
8,2018,Sudamerica,4105
9,2018,Sudamerica,4391
10,2018,Sudamerica,5187
11,2018,Sudamerica,6545
12,2018,Sudamerica,8596
13,2018,Sudamerica,10428
14,2018,Sudamerica,12090
15,2018,Sudamerica,15706
16,2018,Sudamerica,19808
17,2018,Sudamerica,24677
18,2018,Sudamerica,29294
19,2018,Sudamerica,30143
20,2018,Sudamerica,32548
21,2018,Sudamerica,33914
22,2018,Sudamerica,34069
23,2018,Sudamerica,34008
24,2018,Sudamerica,34795
25,2018,Sudamerica,34751
26,2018,Sudamerica,35537
27,2018,Sudamerica,35369
28,2018,Sudamerica,36288
29,2018,Sudamerica,36752
30,2018,Sudamerica,37132
31,2018,Sudamerica,38367
32,2018,Sudamerica,40534
33,2018,Sudamerica,43077
34,2018,Sudamerica,45825
35,2018,Sudamerica,50555
36,2018,Sudamerica,53383
37,2018,Sudamerica,55370
38,2018,Sudamerica,56323
39,2018,Sudamerica,56003
40,2018,Sudamerica,55127
41,2018,Sudamerica,53936
42,2018,Sudamerica,51542
43,2018,Sudamerica,49716
44,2018,Sudamerica,47080
45,2018,Sudamerica,46214
46,2018,Sudamerica,44653
47,2018,Sudamerica,42790
48,2018,Sudamerica,40948
49,2018,Sudamerica,39029
50,2018,Sudamerica,36871
51,2018,Sudamerica,35532
52,2018,Sudamerica,35000
53,2018,Sudamerica,33307
54,2018,Sudamerica,31401
55,2018,Sudamerica,29800
56,2018,Sudamerica,27625
57,2018,Sudamerica,25979
58,2018,Sudamerica,23700
59,2018,Sudamerica,21868
60,2018,Sudamerica,19559
61,2018,Sudamerica,17895
62,2018,Sudamerica,16121
63,2018,Sudamerica,14332
64,2018,Sudamerica,13054
65,2018,Sudamerica,11778
66,2018,Sudamerica,10351
67,2018,Sudamerica,9299
68,2018,Sudamerica,8163
69,2018,Sudamerica,7245
70,2018,Sudamerica,6469
71,2018,Sudamerica,5731
72,2018,Sudamerica,5398
73,2018,Sudamerica,4778
74,2018,Sudamerica,4175
75,2018,Sudamerica,3782
76,2018,Sudamerica,3170
77,2018,Sudamerica,2978
78,2018,Sudamerica,2680
79,2018,Sudamerica,2271
80,2018,Sudamerica,1953
81,2018,Sudamerica,1816
82,2018,Sudamerica,1527
83,2018,Sudamerica,1415
84,2018,Sudamerica,1281
85,2018,Sudamerica,1208
86,2018,Sudamerica,1083
87,2018,Sudamerica,1001
88,2018,Sudamerica,871
89,2018,Sudamerica,715
90,2018,Sudamerica,2550
0,2019,Sudamerica,486
1,2019,Sudamerica,2443
2,2019,Sudamerica,4612
3,2019,Sudamerica,6259
4,2019,Sudamerica,6723
5,2019,Sudamerica,6668
6,2019,Sudamerica,6002
7,2019,Sudamerica,5825
8,2019,Sudamerica,5630
9,2019,Sudamerica,5933
10,2019,Sudamerica,6118
11,2019,Sudamerica,6915
12,2019,Sudamerica,8345
13,2019,Sudamerica,10533
14,2019,Sudamerica,12368
15,2019,Sudamerica,14198
16,2019,Sudamerica,17666
