Edad,Ano ,Origen,lx
17,2019,Sudamerica,21973
18,2019,Sudamerica,28308
19,2019,Sudamerica,33427
20,2019,Sudamerica,34090
21,2019,Sudamerica,36882
22,2019,Sudamerica,38201
23,2019,Sudamerica,38996
24,2019,Sudamerica,39596
25,2019,Sudamerica,40723
26,2019,Sudamerica,40784
27,2019,Sudamerica,41165
28,2019,Sudamerica,41037
29,2019,Sudamerica,41637
30,2019,Sudamerica,41974
31,2019,Sudamerica,42043
32,2019,Sudamerica,42820
33,2019,Sudamerica,44709
34,2019,Sudamerica,46987
35,2019,Sudamerica,49476
36,2019,Sudamerica,53913
37,2019,Sudamerica,56781
38,2019,Sudamerica,58497
39,2019,Sudamerica,59095
40,2019,Sudamerica,58521
41,2019,Sudamerica,57367
42,2019,Sudamerica,55973
43,2019,Sudamerica,53561
44,2019,Sudamerica,51627
45,2019,Sudamerica,48832
46,2019,Sudamerica,47898
47,2019,Sudamerica,46340
48,2019,Sudamerica,44380
49,2019,Sudamerica,42517
50,2019,Sudamerica,40495
51,2019,Sudamerica,38360
52,2019,Sudamerica,36827
53,2019,Sudamerica,36272
54,2019,Sudamerica,34433
55,2019,Sudamerica,32507
56,2019,Sudamerica,30795
57,2019,Sudamerica,28476
58,2019,Sudamerica,26778
59,2019,Sudamerica,24419
60,2019,Sudamerica,22439
61,2019,Sudamerica,20312
62,2019,Sudamerica,18496
63,2019,Sudamerica,16680
64,2019,Sudamerica,14760
65,2019,Sudamerica,13449
66,2019,Sudamerica,12214
67,2019,Sudamerica,10685
68,2019,Sudamerica,9565
69,2019,Sudamerica,8456
70,2019,Sudamerica,7552
71,2019,Sudamerica,6743
72,2019,Sudamerica,5883
73,2019,Sudamerica,5536
74,2019,Sudamerica,4914
75,2019,Sudamerica,4233
76,2019,Sudamerica,3815
77,2019,Sudamerica,3235
78,2019,Sudamerica,3028
79,2019,Sudamerica,2693
80,2019,Sudamerica,2269
81,2019,Sudamerica,1937
82,2019,Sudamerica,1827
83,2019,Sudamerica,1503
84,2019,Sudamerica,1410
85,2019,Sudamerica,1232
86,2019,Sudamerica,1141
87,2019,Sudamerica,1021
88,2019,Sudamerica,941
89,2019,Sudamerica,797
90,2019,Sudamerica,2801
0,2020,Sudamerica,489
1,2020,Sudamerica,2641
2,2020,Sudamerica,5274
3,2020,Sudamerica,7579
4,2020,Sudamerica,9108
5,2020,Sudamerica,9636
6,2020,Sudamerica,9360
7,2020,Sudamerica,8583
8,2020,Sudamerica,8444
9,2020,Sudamerica,8163
10,2020,Sudamerica,8372
11,2020,Sudamerica,8479
12,2020,Sudamerica,9278
13,2020,Sudamerica,10638
14,2020,Sudamerica,13021
15,2020,Sudamerica,14917
16,2020,Sudamerica,16644
17,2020,Sudamerica,20049
18,2020,Sudamerica,25882
19,2020,Sudamerica,33599
20,2020,Sudamerica,38590
21,2020,Sudamerica,39467
22,2020,Sudamerica,42417
23,2020,Sudamerica,44348
24,2020,Sudamerica,45910
25,2020,Sudamerica,47211
26,2020,Sudamerica,48437
27,2020,Sudamerica,48288
28,2020,Sudamerica,48450
29,2020,Sudamerica,47833
30,2020,Sudamerica,48419
31,2020,Sudamerica,48409
32,2020,Sudamerica,47836
33,2020,Sudamerica,48469
34,2020,Sudamerica,50320
35,2020,Sudamerica,52330
36,2020,Sudamerica,54407
37,2020,Sudamerica,58638
38,2020,Sudamerica,61244
39,2020,Sudamerica,62612
40,2020,Sudamerica,63186
41,2020,Sudamerica,62108
42,2020,Sudamerica,60691
43,2020,Sudamerica,59046
44,2020,Sudamerica,56491
45,2020,Sudamerica,54428
46,2020,Sudamerica,51564
47,2020,Sudamerica,50345
48,2020,Sudamerica,48776
49,2020,Sudamerica,46659
50,2020,Sudamerica,44770
51,2020,Sudamerica,42472
52,2020,Sudamerica,40294
53,2020,Sudamerica,38588
54,2020,Sudamerica,37907
55,2020,Sudamerica,36021
56,2020,Sudamerica,33989
57,2020,Sudamerica,32097
58,2020,Sudamerica,29677
59,2020,Sudamerica,28047
60,2020,Sudamerica,25511
61,2020,Sudamerica,23282
62,2020,Sudamerica,21103
63,2020,Sudamerica,19172
64,2020,Sudamerica,17419
65,2020,Sudamerica,15360
66,2020,Sudamerica,14069
67,2020,Sudamerica,12811
68,2020,Sudamerica,11162
69,2020,Sudamerica,10015
70,2020,Sudamerica,8845
71,2020,Sudamerica,7851
72,2020,Sudamerica,7000
73,2020,Sudamerica,6150
74,2020,Sudamerica,5669
75,2020,Sudamerica,5094
76,2020,Sudamerica,4371
77,2020,Sudamerica,3974
78,2020,Sudamerica,3306
79,2020,Sudamerica,3104
80,2020,Sudamerica,2737
81,2020,Sudamerica,2311
82,2020,Sudamerica,1949
83,2020,Sudamerica,1815
84,2020,Sudamerica,1474
85,2020,Sudamerica,1381
86,2020,Sudamerica,1193
87,2020,Sudamerica,1103
88,2020,Sudamerica,980
89,2020,Sudamerica,879
90,2020,Sudamerica,3158
0,2021,Sudamerica,187
1,2021,Sudamerica,1449
2,2021,Sudamerica,4243
3,2021,Sudamerica,6586
4,2021,Sudamerica,9008
5,2021,Sudamerica,10637
6,2021,Sudamerica,11115
7,2021,Sudamerica,10777
8,2021,Sudamerica,10050
9,2021,Sudamerica,9805
10,2021,Sudamerica,9527
11,2021,Sudamerica,9723
12,2021,Sudamerica,9871
13,2021,Sudamerica,10590
14,2021,Sudamerica,12048
15,2021,Sudamerica,14481
16,2021,Sudamerica,16312
17,2021,Sudamerica,18062
18,2021,Sudamerica,22002
19,2021,Sudamerica,28820
20,2021,Sudamerica,36531
21,2021,Sudamerica,41574
22,2021,Sudamerica,42402
23,2021,Sudamerica,45843
24,2021,Sudamerica,47995
25,2021,Sudamerica,49922
26,2021,Sudamerica,51581
27,2021,Sudamerica,52743
28,2021,Sudamerica,52272
29,2021,Sudamerica,52243
30,2021,Sudamerica,51578
31,2021,Sudamerica,51986
32,2021,Sudamerica,51955
33,2021,Sudamerica,51140
34,2021,Sudamerica,51675
35,2021,Sudamerica,53373
36,2021,Sudamerica,55217
37,2021,Sudamerica,57103
38,2021,Sudamerica,61285
39,2021,Sudamerica,63696
40,2021,Sudamerica,64830
41,2021,Sudamerica,65363
42,2021,Sudamerica,64008
43,2021,Sudamerica,62369
44,2021,Sudamerica,60748
45,2021,Sudamerica,57944
46,2021,Sudamerica,55795
47,2021,Sudamerica,52854
48,2021,Sudamerica,51636
49,2021,Sudamerica,49876
50,2021,Sudamerica,47682
51,2021,Sudamerica,45770
52,2021,Sudamerica,43452
53,2021,Sudamerica,41070
54,2021,Sudamerica,39336
55,2021,Sudamerica,38592
56,2021,Sudamerica,36672
57,2021,Sudamerica,34506
58,2021,Sudamerica,32654
59,2021,Sudamerica,30153
60,2021,Sudamerica,28375
61,2021,Sudamerica,25779
62,2021,Sudamerica,23526
63,2021,Sudamerica,21323
64,2021,Sudamerica,19294
65,2021,Sudamerica,17532
66,2021,Sudamerica,15511
67,2021,Sudamerica,14115
68,2021,Sudamerica,12831
69,2021,Sudamerica,11155
70,2021,Sudamerica,10017
71,2021,Sudamerica,8892
72,2021,Sudamerica,7833
73,2021,Sudamerica,6960
74,2021,Sudamerica,6075
75,2021,Sudamerica,5614
76,2021,Sudamerica,5021
77,2021,Sudamerica,4267
78,2021,Sudamerica,3923
79,2021,Sudamerica,3265
80,2021,Sudamerica,3044
81,2021,Sudamerica,2639
82,2021,Sudamerica,2246
83,2021,Sudamerica,1902
84,2021,Sudamerica,1741
85,2021,Sudamerica,1393
86,2021,Sudamerica,1303
87,2021,Sudamerica,1133
88,2021,Sudamerica,1025
89,2021,Sudamerica,885
90,2021,Sudamerica,3435
0,2022,Sudamerica,555
1,2022,Sudamerica,1397
2,2022,Sudamerica,2884
3,2022,Sudamerica,5618
4,2022,Sudamerica,8129
5,2022,Sudamerica,10562
6,2022,Sudamerica,12464
7,2022,Sudamerica,12886
8,2022,Sudamerica,12419
9,2022,Sudamerica,11570
10,2022,Sudamerica,11435
11,2022,Sudamerica,10992
12,2022,Sudamerica,11128
13,2022,Sudamerica,11167
14,2022,Sudamerica,11908
15,2022,Sudamerica,13635
16,2022,Sudamerica,15715
17,2022,Sudamerica,17624
18,2022,Sudamerica,20896
19,2022,Sudamerica,25717
20,2022,Sudamerica,31980
21,2022,Sudamerica,39370
22,2022,Sudamerica,44058
23,2022,Sudamerica,44981
24,2022,Sudamerica,48785
25,2022,Sudamerica,51533
26,2022,Sudamerica,53766
27,2022,Sudamerica,55161
28,2022,Sudamerica,55985
29,2022,Sudamerica,55587
30,2022,Sudamerica,55450
31,2022,Sudamerica,54572
32,2022,Sudamerica,54790
33,2022,Sudamerica,54570
34,2022,Sudamerica,53477
35,2022,Sudamerica,53847
36,2022,Sudamerica,55544
37,2022,Sudamerica,57058
38,2022,Sudamerica,58926
39,2022,Sudamerica,63020
40,2022,Sudamerica,65310
41,2022,Sudamerica,66330
42,2022,Sudamerica,66903
43,2022,Sudamerica,65169
44,2022,Sudamerica,63414
45,2022,Sudamerica,61849
46,2022,Sudamerica,59117
47,2022,Sudamerica,56754
48,2022,Sudamerica,53925
49,2022,Sudamerica,52526
50,2022,Sudamerica,50824
51,2022,Sudamerica,48557
52,2022,Sudamerica,46542
53,2022,Sudamerica,44327
54,2022,Sudamerica,41867
55,2022,Sudamerica,40017
56,2022,Sudamerica,39149
57,2022,Sudamerica,37306
58,2022,Sudamerica,35034
59,2022,Sudamerica,33023
60,2022,Sudamerica,30729
61,2022,Sudamerica,28717
62,2022,Sudamerica,26139
63,2022,Sudamerica,23961
64,2022,Sudamerica,21724
65,2022,Sudamerica,19610
66,2022,Sudamerica,17875
67,2022,Sudamerica,15854
68,2022,Sudamerica,14382
69,2022,Sudamerica,13070
70,2022,Sudamerica,11400
71,2022,Sudamerica,10183
72,2022,Sudamerica,9023
73,2022,Sudamerica,7932
74,2022,Sudamerica,7118
75,2022,Sudamerica,6168
76,2022,Sudamerica,5665
77,2022,Sudamerica,5029
78,2022,Sudamerica,4248
79,2022,Sudamerica,3853
80,2022,Sudamerica,3282
81,2022,Sudamerica,3007
82,2022,Sudamerica,2601
83,2022,Sudamerica,2176
84,2022,Sudamerica,1841
85,2022,Sudamerica,1644
86,2022,Sudamerica,1343
87,2022,Sudamerica,1221
88,2022,Sudamerica,1088
89,2022,Sudamerica,959
90,2022,Sudamerica,3774
0,2016,Centroamerica,67
1,2016,Centroamerica,245
2,2016,Centroamerica,392
3,2016,Centroamerica,441
4,2016,Centroamerica,575
5,2016,Centroamerica,648
6,2016,Centroamerica,824
7,2016,Centroamerica,997
8,2016,Centroamerica,1322
9,2016,Centroamerica,1702
10,2016,Centroamerica,2133
11,2016,Centroamerica,2570
12,2016,Centroamerica,2966
13,2016,Centroamerica,3581
14,2016,Centroamerica,3884
15,2016,Centroamerica,4385
16,2016,Centroamerica,4694
17,2016,Centroamerica,4869
18,2016,Centroamerica,5096
19,2016,Centroamerica,5386
20,2016,Centroamerica,5858
21,2016,Centroamerica,6204
22,2016,Centroamerica,6493
23,2016,Centroamerica,6879
24,2016,Centroamerica,7641
25,2016,Centroamerica,8251
26,2016,Centroamerica,8556
27,2016,Centroamerica,8426
28,2016,Centroamerica,8506
29,2016,Centroamerica,8709
30,2016,Centroamerica,9306
31,2016,Centroamerica,9158
32,2016,Centroamerica,9145
33,2016,Centroamerica,9268
34,2016,Centroamerica,8914
35,2016,Centroamerica,9190
36,2016,Centroamerica,9382
37,2016,Centroamerica,9048
38,2016,Centroamerica,9188
39,2016,Centroamerica,9139
40,2016,Centroamerica,8988
41,2016,Centroamerica,9015
42,2016,Centroamerica,9230
43,2016,Centroamerica,9484
44,2016,Centroamerica,9266
45,2016,Centroamerica,8599
46,2016,Centroamerica,7976
47,2016,Centroamerica,7877
48,2016,Centroamerica,7556
49,2016,Centroamerica,7678
50,2016,Centroamerica,7337
51,2016,Centroamerica,6925
52,2016,Centroamerica,6869
53,2016,Centroamerica,6055
54,2016,Centroamerica,5000
55,2016,Centroamerica,4748
56,2016,Centroamerica,4195
57,2016,Centroamerica,3871
58,2016,Centroamerica,3507
59,2016,Centroamerica,3314
60,2016,Centroamerica,3101
61,2016,Centroamerica,2945
62,2016,Centroamerica,2744
63,2016,Centroamerica,2550
64,2016,Centroamerica,2483
65,2016,Centroamerica,2372
66,2016,Centroamerica,2061
67,2016,Centroamerica,1891
68,2016,Centroamerica,1806
69,2016,Centroamerica,1760
70,2016,Centroamerica,1533
71,2016,Centroamerica,1392
72,2016,Centroamerica,1263
73,2016,Centroamerica,1195
74,2016,Centroamerica,1037
75,2016,Centroamerica,1020
76,2016,Centroamerica,917
77,2016,Centroamerica,832
78,2016,Centroamerica,723
79,2016,Centroamerica,641
80,2016,Centroamerica,562
81,2016,Centroamerica,521
82,2016,Centroamerica,442
83,2016,Centroamerica,489
84,2016,Centroamerica,555
85,2016,Centroamerica,593
86,2016,Centroamerica,589
87,2016,Centroamerica,601
88,2016,Centroamerica,524
89,2016,Centroamerica,485
90,2016,Centroamerica,1527
0,2017,Centroamerica,89
1,2017,Centroamerica,274
2,2017,Centroamerica,464
3,2017,Centroamerica,571
4,2017,Centroamerica,626
5,2017,Centroamerica,808
6,2017,Centroamerica,854
7,2017,Centroamerica,1108
8,2017,Centroamerica,1293
9,2017,Centroamerica,1671
10,2017,Centroamerica,2043
11,2017,Centroamerica,2575
12,2017,Centroamerica,3026
13,2017,Centroamerica,3473
14,2017,Centroamerica,4084
15,2017,Centroamerica,4466
16,2017,Centroamerica,4945
17,2017,Centroamerica,5232
18,2017,Centroamerica,5573
19,2017,Centroamerica,5832
20,2017,Centroamerica,6191
21,2017,Centroamerica,6684
22,2017,Centroamerica,7099
23,2017,Centroamerica,7413
24,2017,Centroamerica,7855
25,2017,Centroamerica,8686
26,2017,Centroamerica,9170
27,2017,Centroamerica,9431
28,2017,Centroamerica,9217
29,2017,Centroamerica,9205
30,2017,Centroamerica,9411
31,2017,Centroamerica,9867
32,2017,Centroamerica,9673
33,2017,Centroamerica,9659
34,2017,Centroamerica,9763
35,2017,Centroamerica,9347
36,2017,Centroamerica,9566
37,2017,Centroamerica,9737
38,2017,Centroamerica,9409
39,2017,Centroamerica,9480
40,2017,Centroamerica,9408
41,2017,Centroamerica,9201
42,2017,Centroamerica,9203
43,2017,Centroamerica,9427
44,2017,Centroamerica,9707
45,2017,Centroamerica,9432
46,2017,Centroamerica,8791
47,2017,Centroamerica,8117
48,2017,Centroamerica,8001
49,2017,Centroamerica,7676
50,2017,Centroamerica,7784
51,2017,Centroamerica,7462
52,2017,Centroamerica,7006
53,2017,Centroamerica,6981
54,2017,Centroamerica,6178
55,2017,Centroamerica,5095
56,2017,Centroamerica,4838
57,2017,Centroamerica,4275
58,2017,Centroamerica,3939
59,2017,Centroamerica,3580
60,2017,Centroamerica,3375
61,2017,Centroamerica,3169
62,2017,Centroamerica,2976
63,2017,Centroamerica,2780
64,2017,Centroamerica,2590
65,2017,Centroamerica,2513
66,2017,Centroamerica,2392
67,2017,Centroamerica,2060
68,2017,Centroamerica,1879
69,2017,Centroamerica,1795
70,2017,Centroamerica,1779
71,2017,Centroamerica,1542
72,2017,Centroamerica,1400
73,2017,Centroamerica,1259
74,2017,Centroamerica,1173
75,2017,Centroamerica,1042
76,2017,Centroamerica,1015
77,2017,Centroamerica,895
78,2017,Centroamerica,824
79,2017,Centroamerica,713
80,2017,Centroamerica,611
81,2017,Centroamerica,546
82,2017,Centroamerica,512
83,2017,Centroamerica,429
84,2017,Centroamerica,467
85,2017,Centroamerica,524
86,2017,Centroamerica,557
87,2017,Centroamerica,540
88,2017,Centroamerica,545
89,2017,Centroamerica,452
90,2017,Centroamerica,1733
0,2018,Centroamerica,117
1,2018,Centroamerica,386
2,2018,Centroamerica,599
3,2018,Centroamerica,806
4,2018,Centroamerica,903
5,2018,Centroamerica,986
6,2018,Centroamerica,1184
7,2018,Centroamerica,1219
8,2018,Centroamerica,1523
9,2018,Centroamerica,1701
10,2018,Centroamerica,2150
11,2018,Centroamerica,2534
12,2018,Centroamerica,3149
13,2018,Centroamerica,3580
14,2018,Centroamerica,4064
15,2018,Centroamerica,4714
16,2018,Centroamerica,5063
17,2018,Centroamerica,5630
18,2018,Centroamerica,6177
19,2018,Centroamerica,6771
20,2018,Centroamerica,7064
21,2018,Centroamerica,7540
22,2018,Centroamerica,8061
23,2018,Centroamerica,8710
24,2018,Centroamerica,9059
25,2018,Centroamerica,9669
26,2018,Centroamerica,10308
27,2018,Centroamerica,10697
28,2018,Centroamerica,10858
29,2018,Centroamerica,10355
30,2018,Centroamerica,10325
31,2018,Centroamerica,10527
32,2018,Centroamerica,10875
33,2018,Centroamerica,10598
34,2018,Centroamerica,10603
35,2018,Centroamerica,10597
36,2018,Centroamerica,10133
37,2018,Centroamerica,10220
38,2018,Centroamerica,10290
39,2018,Centroamerica,9986
40,2018,Centroamerica,10016
41,2018,Centroamerica,9887
42,2018,Centroamerica,9639
43,2018,Centroamerica,9628
44,2018,Centroamerica,9781
45,2018,Centroamerica,10020
46,2018,Centroamerica,9701
47,2018,Centroamerica,9097
48,2018,Centroamerica,8361
49,2018,Centroamerica,8265
50,2018,Centroamerica,7898
51,2018,Centroamerica,8012
52,2018,Centroamerica,7639
53,2018,Centroamerica,7231
54,2018,Centroamerica,7143
55,2018,Centroamerica,6320
56,2018,Centroamerica,5254
57,2018,Centroamerica,4913
58,2018,Centroamerica,4359
59,2018,Centroamerica,4009
60,2018,Centroamerica,3668
61,2018,Centroamerica,3467
62,2018,Centroamerica,3256
63,2018,Centroamerica,3045
64,2018,Centroamerica,2814
65,2018,Centroamerica,2637
66,2018,Centroamerica,2525
67,2018,Centroamerica,2428
68,2018,Centroamerica,2089
69,2018,Centroamerica,1914
70,2018,Centroamerica,1809
71,2018,Centroamerica,1778
72,2018,Centroamerica,1556
73,2018,Centroamerica,1396
74,2018,Centroamerica,1246
75,2018,Centroamerica,1179
76,2018,Centroamerica,1048
77,2018,Centroamerica,1000
78,2018,Centroamerica,881
79,2018,Centroamerica,819
80,2018,Centroamerica,698
81,2018,Centroamerica,594
82,2018,Centroamerica,549
83,2018,Centroamerica,490
84,2018,Centroamerica,423
85,2018,Centroamerica,442
86,2018,Centroamerica,496
87,2018,Centroamerica,510
88,2018,Centroamerica,484
89,2018,Centroamerica,483
90,2018,Centroamerica,1851
0,2019,Centroamerica,101
1,2019,Centroamerica,452
2,2019,Centroamerica,850
3,2019,Centroamerica,1044
4,2019,Centroamerica,1244
5,2019,Centroamerica,1398
6,2019,Centroamerica,1504
7,2019,Centroamerica,1720
8,2019,Centroamerica,1762
9,2019,Centroamerica,2104
10,2019,Centroamerica,2279
11,2019,Centroamerica,2642
12,2019,Centroamerica,3102
13,2019,Centroamerica,3832
14,2019,Centroamerica,4291
15,2019,Centroamerica,4768
16,2019,Centroamerica,5441
17,2019,Centroamerica,5841
18,2019,Centroamerica,6878
19,2019,Centroamerica,7677
20,2019,Centroamerica,8370
21,2019,Centroamerica,8905
22,2019,Centroamerica,9580
23,2019,Centroamerica,10327
24,2019,Centroamerica,10980
25,2019,Centroamerica,11404
26,2019,Centroamerica,12050
27,2019,Centroamerica,12516
28,2019,Centroamerica,12779
29,2019,Centroamerica,12877
30,2019,Centroamerica,12133
31,2019,Centroamerica,11915
32,2019,Centroamerica,11960
33,2019,Centroamerica,12333
34,2019,Centroamerica,11843
35,2019,Centroamerica,11771
36,2019,Centroamerica,11736
37,2019,Centroamerica,11106
38,2019,Centroamerica,11250
39,2019,Centroamerica,11257
40,2019,Centroamerica,10807
41,2019,Centroamerica,10820
42,2019,Centroamerica,10559
43,2019,Centroamerica,10205
44,2019,Centroamerica,10259
45,2019,Centroamerica,10303
46,2019,Centroamerica,10575
47,2019,Centroamerica,10198
48,2019,Centroamerica,9511
49,2019,Centroamerica,8761
50,2019,Centroamerica,8652
51,2019,Centroamerica,8209
52,2019,Centroamerica,8343
53,2019,Centroamerica,7943
54,2019,Centroamerica,7484
55,2019,Centroamerica,7344
56,2019,Centroamerica,6559
57,2019,Centroamerica,5414
58,2019,Centroamerica,5089
59,2019,Centroamerica,4465
60,2019,Centroamerica,4124
61,2019,Centroamerica,3721
62,2019,Centroamerica,3522
63,2019,Centroamerica,3315
64,2019,Centroamerica,3115
65,2019,Centroamerica,2854
66,2019,Centroamerica,2664
67,2019,Centroamerica,2550
68,2019,Centroamerica,2450
69,2019,Centroamerica,2095
70,2019,Centroamerica,1935
71,2019,Centroamerica,1799
72,2019,Centroamerica,1754
73,2019,Centroamerica,1528
74,2019,Centroamerica,1388
75,2019,Centroamerica,1241
76,2019,Centroamerica,1153
77,2019,Centroamerica,1022
78,2019,Centroamerica,990
79,2019,Centroamerica,857
80,2019,Centroamerica,777
81,2019,Centroamerica,681
82,2019,Centroamerica,566
83,2019,Centroamerica,534
84,2019,Centroamerica,462
85,2019,Centroamerica,387
86,2019,Centroamerica,399
87,2019,Centroamerica,455
88,2019,Centroamerica,470
89,2019,Centroamerica,436
90,2019,Centroamerica,1957
0,2020,Centroamerica,119
1,2020,Centroamerica,572
2,2020,Centroamerica,1067
3,2020,Centroamerica,1532
4,2020,Centroamerica,1728
5,2020,Centroamerica,1977
6,2020,Centroamerica,2124
7,2020,Centroamerica,2244
8,2020,Centroamerica,2479
9,2020,Centroamerica,2497
10,2020,Centroamerica,2829
11,2020,Centroamerica,3052
12,2020,Centroamerica,3414
13,2020,Centroamerica,3827
14,2020,Centroamerica,4662
15,2020,Centroamerica,5181
16,2020,Centroamerica,5564
17,2020,Centroamerica,6314
18,2020,Centroamerica,7143
19,2020,Centroamerica,8705
20,2020,Centroamerica,9774
21,2020,Centroamerica,10601
22,2020,Centroamerica,11365
23,2020,Centroamerica,12159
24,2020,Centroamerica,13243
25,2020,Centroamerica,13991
26,2020,Centroamerica,14235
27,2020,Centroamerica,14898
28,2020,Centroamerica,15115
29,2020,Centroamerica,15292
30,2020,Centroamerica,15184
31,2020,Centroamerica,14319
32,2020,Centroamerica,13958
33,2020,Centroamerica,13674
34,2020,Centroamerica,14113
35,2020,Centroamerica,13553
36,2020,Centroamerica,13257
37,2020,Centroamerica,13190
38,2020,Centroamerica,12417
39,2020,Centroamerica,12463
40,2020,Centroamerica,12399
41,2020,Centroamerica,11830
42,2020,Centroamerica,11774
43,2020,Centroamerica,11493
44,2020,Centroamerica,11031
45,2020,Centroamerica,11007
46,2020,Centroamerica,11003
47,2020,Centroamerica,11307
48,2020,Centroamerica,10821
49,2020,Centroamerica,10116
50,2020,Centroamerica,9280
51,2020,Centroamerica,9164
52,2020,Centroamerica,8695
53,2020,Centroamerica,8774
54,2020,Centroamerica,8296
55,2020,Centroamerica,7930
56,2020,Centroamerica,7689
57,2020,Centroamerica,6886
58,2020,Centroamerica,5643
59,2020,Centroamerica,5273
60,2020,Centroamerica,4629
61,2020,Centroamerica,4269
62,2020,Centroamerica,3832
63,2020,Centroamerica,3650
64,2020,Centroamerica,3385
65,2020,Centroamerica,3198
66,2020,Centroamerica,2917
67,2020,Centroamerica,2695
68,2020,Centroamerica,2625
69,2020,Centroamerica,2526
70,2020,Centroamerica,2156
71,2020,Centroamerica,1940
72,2020,Centroamerica,1837
73,2020,Centroamerica,1785
74,2020,Centroamerica,1516
75,2020,Centroamerica,1394
76,2020,Centroamerica,1253
77,2020,Centroamerica,1124
78,2020,Centroamerica,1005
79,2020,Centroamerica,987
80,2020,Centroamerica,827
81,2020,Centroamerica,765
82,2020,Centroamerica,658
83,2020,Centroamerica,543
84,2020,Centroamerica,518
85,2020,Centroamerica,447
86,2020,Centroamerica,356
87,2020,Centroamerica,376
88,2020,Centroamerica,416
89,2020,Centroamerica,410
90,2020,Centroamerica,2040
0,2021,Centroamerica,47
1,2021,Centroamerica,339
2,2021,Centroamerica,918
3,2021,Centroamerica,1436
4,2021,Centroamerica,1902
5,2021,Centroamerica,2138
6,2021,Centroamerica,2380
7,2021,Centroamerica,2560
8,2021,Centroamerica,2650
9,2021,Centroamerica,2913
10,2021,Centroamerica,2942
11,2021,Centroamerica,3291
12,2021,Centroamerica,3490
13,2021,Centroamerica,3813
14,2021,Centroamerica,4227
15,2021,Centroamerica,5171
16,2021,Centroamerica,5599
17,2021,Centroamerica,5958
18,2021,Centroamerica,6935
19,2021,Centroamerica,8160
20,2021,Centroamerica,9851
21,2021,Centroamerica,11006
22,2021,Centroamerica,11956
23,2021,Centroamerica,12773
24,2021,Centroamerica,13587
25,2021,Centroamerica,14751
26,2021,Centroamerica,15561
27,2021,Centroamerica,15690
28,2021,Centroamerica,16404
29,2021,Centroamerica,16496
30,2021,Centroamerica,16600
31,2021,Centroamerica,16449
32,2021,Centroamerica,15527
33,2021,Centroamerica,15005
34,2021,Centroamerica,14688
35,2021,Centroamerica,15009
36,2021,Centroamerica,14421
37,2021,Centroamerica,14122
38,2021,Centroamerica,13948
39,2021,Centroamerica,13150
40,2021,Centroamerica,13165
41,2021,Centroamerica,13020
42,2021,Centroamerica,12380
43,2021,Centroamerica,12241
44,2021,Centroamerica,11919
45,2021,Centroamerica,11403
46,2021,Centroamerica,11430
47,2021,Centroamerica,11347
48,2021,Centroamerica,11657
49,2021,Centroamerica,11065
50,2021,Centroamerica,10324
51,2021,Centroamerica,9463
52,2021,Centroamerica,9372
53,2021,Centroamerica,8847
54,2021,Centroamerica,8888
55,2021,Centroamerica,8431
56,2021,Centroamerica,8043
57,2021,Centroamerica,7776
58,2021,Centroamerica,6934
59,2021,Centroamerica,5713
60,2021,Centroamerica,5295
61,2021,Centroamerica,4656
62,2021,Centroamerica,4295
63,2021,Centroamerica,3859
64,2021,Centroamerica,3674
65,2021,Centroamerica,3388
66,2021,Centroamerica,3201
67,2021,Centroamerica,2922
68,2021,Centroamerica,2712
69,2021,Centroamerica,2597
70,2021,Centroamerica,2489
71,2021,Centroamerica,2133
72,2021,Centroamerica,1900
73,2021,Centroamerica,1806
74,2021,Centroamerica,1747
75,2021,Centroamerica,1495
76,2021,Centroamerica,1369
77,2021,Centroamerica,1233
78,2021,Centroamerica,1093
79,2021,Centroamerica,974
80,2021,Centroamerica,936
81,2021,Centroamerica,803
82,2021,Centroamerica,733
83,2021,Centroamerica,640
84,2021,Centroamerica,520
85,2021,Centroamerica,493
86,2021,Centroamerica,416
87,2021,Centroamerica,329
88,2021,Centroamerica,345
89,2021,Centroamerica,381
90,2021,Centroamerica,2026
0,2022,Centroamerica,91
1,2022,Centroamerica,266
2,2022,Centroamerica,606
3,2022,Centroamerica,1217
4,2022,Centroamerica,1763
5,2022,Centroamerica,2272
6,2022,Centroamerica,2601
7,2022,Centroamerica,2873
8,2022,Centroamerica,3089
9,2022,Centroamerica,3196
10,2022,Centroamerica,3471
11,2022,Centroamerica,3557
12,2022,Centroamerica,3898
13,2022,Centroamerica,4056
14,2022,Centroamerica,4378
15,2022,Centroamerica,4918
16,2022,Centroamerica,5761
17,2022,Centroamerica,6279
18,2022,Centroamerica,7021
19,2022,Centroamerica,8189
20,2022,Centroamerica,9205
21,2022,Centroamerica,10859
22,2022,Centroamerica,11857
23,2022,Centroamerica,12787
24,2022,Centroamerica,13697
25,2022,Centroamerica,14531
26,2022,Centroamerica,15781
27,2022,Centroamerica,16485
28,2022,Centroamerica,16436
29,2022,Centroamerica,17046
30,2022,Centroamerica,17203
31,2022,Centroamerica,17232
32,2022,Centroamerica,17003
33,2022,Centroamerica,15959
34,2022,Centroamerica,15375
35,2022,Centroamerica,15024
36,2022,Centroamerica,15290
37,2022,Centroamerica,14740
38,2022,Centroamerica,14405
39,2022,Centroamerica,14199
40,2022,Centroamerica,13398
41,2022,Centroamerica,13314
42,2022,Centroamerica,13190
43,2022,Centroamerica,12599
44,2022,Centroamerica,12476
45,2022,Centroamerica,12132
